Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
5,5,1026.42,4,4,3,443,重要价值客户
79,3,598.2,2,3,2,232,一般保持客户
21,2,230.22,3,2,1,321,一般发展客户
22,2,169.55,3,2,1,321,一般发展客户
308,4,664.54,1,3,2,132,一般保持客户
146,1,80.7,1,1,1,111,流失客户
7,18,9053.94,4,4,4,444,重要价值客户
19,8,2758.26,3,4,4,344,重要价值客户
71,2,190.25,2,2,1,221,流失客户
287,1,264.7,1,1,1,111,流失客户
49,1,413.59000000000003,3,1,2,312,一般发展客户
31,6,2526.28,3,4,4,344,重要价值客户
207,1,357.98,1,1,2,112,流失客户
15,2,196.79000000000002,4,2,1,421,一般发展客户
73,1,869.87,2,1,3,213,重要挽留客户
60,1,200.14,2,1,1,211,流失客户
39,4,1871.81,3,3,4,334,重要价值客户
30,12,2603.43,3,4,4,344,重要价值客户
27,5,920.51,3,4,3,343,重要价值客户
4,15,7060.13,4,4,4,444,重要价值客户
17,1,320.46,4,1,2,412,一般发展客户
20,6,4147.96,3,4,4,344,重要价值客户
66,2,1266.08,2,2,3,223,重要挽留客户
213,1,311.3,1,1,2,112,流失客户
12,6,855.97,4,4,3,443,重要价值客户
30,1,76.8,3,1,1,311,一般发展客户
43,9,3466.36,3,4,4,344,重要价值客户
4,6,2313.14,4,4,4,444,重要价值客户
15,5,1393.69,4,4,3,443,重要价值客户
10,12,3901.81,4,4,4,444,重要价值客户
211,1,635.66,1,1,2,112,流失客户
46,3,2043.0800000000002,3,3,4,334,重要价值客户
134,2,529.73,2,2,2,222,流失客户
43,7,4582.64,3,4,4,344,重要价值客户
10,5,2874.72,4,4,4,444,重要价值客户
116,3,962.19,2,3,3,233,重要发展客户
198,2,695.61,1,2,3,123,重要挽留客户
278,1,328.8,1,1,2,112,流失客户
110,3,473.02,2,3,2,232,一般保持客户
77,1,505.18,2,1,2,212,流失客户
53,1,917.34,2,1,3,213,重要挽留客户
162,4,4341.21,1,3,4,134,重要发展客户
47,3,1421.61,3,3,3,333,重要价值客户
17,2,642.8,4,2,2,422,一般发展客户
155,3,631.9,1,3,2,132,一般保持客户
225,1,440.0,1,1,2,112,流失客户
7,2,584.07,4,2,2,422,一般发展客户
122,2,327.7,2,2,2,222,流失客户
61,1,104.82,2,1,1,211,流失客户
63,2,467.66,2,2,2,222,流失客户
18,8,2360.09,4,4,4,444,重要价值客户
7,19,17286.86,4,4,4,444,重要价值客户
2,11,2975.59,4,4,4,444,重要价值客户
22,3,651.8199999999999,3,3,2,332,一般价值客户
29,5,1428.02,3,4,3,343,重要价值客户
285,1,626.65,1,1,2,112,流失客户
176,2,147.20000000000002,1,2,1,121,流失客户
78,3,1560.38,2,3,3,233,重要发展客户
33,1,152.2,3,1,1,311,一般发展客户
41,12,3614.92,3,4,4,344,重要价值客户
266,1,141.41,1,1,1,111,流失客户
27,4,652.82,3,3,2,332,一般价值客户
109,4,1659.75,2,3,3,233,重要发展客户
284,1,154.99,1,1,1,111,流失客户
9,5,1308.6100000000001,4,4,3,443,重要价值客户
305,1,409.93,1,1,2,112,流失客户
17,4,5681.72,4,3,4,434,重要价值客户
32,2,746.36,3,2,3,323,重要保持客户
1,23,15610.390000000001,4,4,4,444,重要价值客户
20,1,225.36,3,1,1,311,一般发展客户
124,2,260.25,2,2,1,221,流失客户
65,1,92.46,2,1,1,211,流失客户
106,1,725.6400000000001,2,1,3,213,重要挽留客户
1,23,8214.65,4,4,4,444,重要价值客户
24,17,6217.96,3,4,4,344,重要价值客户
267,1,183.6,1,1,1,111,流失客户
5,19,6140.42,4,4,4,444,重要价值客户
10,12,10464.85,4,4,4,444,重要价值客户
29,5,1353.74,3,4,3,343,重要价值客户
267,1,152.55,1,1,1,111,流失客户
64,2,374.7,2,2,2,222,流失客户
320,1,265.85,1,1,1,111,流失客户
4,8,1438.82,4,4,3,443,重要价值客户
32,1,151.04,3,1,1,311,一般发展客户
5,3,942.26,4,3,3,433,重要价值客户
129,1,122.47,2,1,1,211,流失客户
41,5,499.41999999999996,3,4,2,342,一般价值客户
102,6,1049.37,2,4,3,243,重要发展客户
125,1,375.1,2,1,2,212,流失客户
33,1,45.599999999999994,3,1,1,311,一般发展客户
302,2,934.52,1,2,3,123,重要挽留客户
365,1,182.25,1,1,1,111,流失客户
4,9,1018.43,4,4,3,443,重要价值客户
2,18,4448.54,4,4,4,444,重要价值客户
3,1,194.42,4,1,1,411,一般发展客户
10,13,50491.81,4,4,4,444,重要价值客户
57,1,161.0,2,1,1,211,流失客户
325,1,76.32000000000001,1,1,1,111,流失客户
8,14,4076.91,4,4,4,444,重要价值客户
12,1,442.85,4,1,2,412,一般发展客户
4,17,65164.79,4,4,4,444,重要价值客户
37,1,147.35,3,1,1,311,一般发展客户
16,11,3104.17,4,4,4,444,重要价值客户
138,1,194.9,2,1,1,211,流失客户
74,6,5976.79,2,4,4,244,重要发展客户
5,5,1360.28,4,4,3,443,重要价值客户
155,2,216.20999999999998,1,2,1,121,流失客户
239,1,1266.23,1,1,3,113,重要挽留客户
52,7,2703.23,2,4,4,244,重要发展客户
31,2,597.91,3,2,2,322,一般发展客户
73,1,144.2,2,1,1,211,流失客户
4,12,5683.15,4,4,4,444,重要价值客户
14,4,692.85,4,3,3,433,重要价值客户
23,7,2915.15,3,4,4,344,重要价值客户
4,4,1840.42,4,3,4,434,重要价值客户
274,2,386.53,1,2,2,122,流失客户
20,5,1382.74,3,4,3,343,重要价值客户
144,1,90.0,1,1,1,111,流失客户
4,4,2780.15,4,3,4,434,重要价值客户
84,1,419.58000000000004,2,1,2,212,流失客户
11,3,2740.43,4,3,4,434,重要价值客户
8,3,706.1300000000001,4,3,3,433,重要价值客户
123,3,709.71,2,3,3,233,重要发展客户
61,2,637.5,2,2,2,222,流失客户
2,5,1123.8600000000001,4,4,3,443,重要价值客户
319,1,483.86,1,1,2,112,流失客户
2,11,3586.0299999999997,4,4,4,444,重要价值客户
130,3,605.64,2,3,2,232,一般保持客户
2,15,4690.31,4,4,4,444,重要价值客户
2,2,982.3800000000001,4,2,3,423,重要保持客户
46,1,415.82,3,1,2,312,一般发展客户
4,2,935.05,4,2,3,423,重要保持客户
3,4,915.13,4,3,3,433,重要价值客户
373,1,311.81,1,1,2,112,流失客户
134,1,115.8,2,1,1,211,流失客户
47,4,3742.2,3,3,4,334,重要价值客户
9,5,4191.0,4,4,4,444,重要价值客户
78,2,483.4,2,2,2,222,流失客户
234,1,157.2,1,1,1,111,流失客户
221,1,446.62,1,1,2,112,流失客户
36,2,658.64,3,2,2,322,一般发展客户
75,2,621.29,2,2,2,222,流失客户
239,2,1345.62,1,2,3,123,重要挽留客户
266,1,118.75,1,1,1,111,流失客户
10,55,117379.63,4,4,4,444,重要价值客户
20,2,432.88,3,2,2,322,一般发展客户
40,1,507.66,3,1,2,312,一般发展客户
20,11,4693.01,3,4,4,344,重要价值客户
216,3,1110.52,1,3,3,133,重要发展客户
174,2,289.36,1,2,1,121,流失客户
87,4,2445.91,2,3,4,234,重要发展客户
71,2,1631.77,2,2,3,223,重要挽留客户
276,1,122.53999999999999,1,1,1,111,流失客户
39,4,574.84,3,3,2,332,一般价值客户
98,1,363.79,2,1,2,212,流失客户
11,4,450.84,4,3,2,432,一般价值客户
33,1,134.46,3,1,1,311,一般发展客户
60,3,3222.3,2,3,4,234,重要发展客户
297,4,576.9000000000001,1,3,2,132,一般保持客户
86,4,559.41,2,3,2,232,一般保持客户
9,7,1620.93,4,4,3,443,重要价值客户
41,2,719.78,3,2,3,323,重要保持客户
11,25,4748.52,4,4,4,444,重要价值客户
67,1,452.89,2,1,2,212,流失客户
331,1,197.65,1,1,1,111,流失客户
31,6,2054.36,3,4,4,344,重要价值客户
2,15,4654.08,4,4,4,444,重要价值客户
2,13,4684.76,4,4,4,444,重要价值客户
68,2,853.39,2,2,3,223,重要挽留客户
5,21,11349.52,4,4,4,444,重要价值客户
202,2,1012.0,1,2,3,123,重要挽留客户
107,1,335.52,2,1,2,212,流失客户
18,4,701.4,4,3,3,433,重要价值客户
218,1,185.39999999999998,1,1,1,111,流失客户
60,7,747.44,2,4,3,243,重要发展客户
2,1,161.03,4,1,1,411,一般发展客户
17,2,466.7,4,2,2,422,一般发展客户
239,1,328.15999999999997,1,1,2,112,流失客户
95,1,151.74,2,1,1,211,流失客户
11,6,2073.43,4,4,4,444,重要价值客户
106,6,1905.8400000000001,2,4,4,244,重要发展客户
53,9,2241.1,2,4,4,244,重要发展客户
90,1,1070.48,2,1,3,213,重要挽留客户
31,5,1004.38,3,4,3,343,重要价值客户
12,6,1789.72,4,4,4,444,重要价值客户
3,4,1839.3,4,3,4,434,重要价值客户
2,17,2004.98,4,4,4,444,重要价值客户
43,1,169.48000000000002,3,1,1,311,一般发展客户
4,1,89.94,4,1,1,411,一般发展客户
247,2,632.4,1,2,2,122,流失客户
42,9,3432.8,3,4,4,344,重要价值客户
177,1,683.17,1,1,3,113,重要挽留客户
92,3,991.13,2,3,3,233,重要发展客户
110,4,1050.12,2,3,3,233,重要发展客户
29,5,2232.19,3,4,4,344,重要价值客户
26,10,3350.96,3,4,4,344,重要价值客户
52,3,1547.2,2,3,3,233,重要发展客户
184,3,925.71,1,3,3,133,重要发展客户
43,5,2048.07,3,4,4,344,重要价值客户
49,4,1462.72,3,3,3,333,重要价值客户
22,4,775.46,3,3,3,333,重要价值客户
75,5,3144.86,2,4,4,244,重要发展客户
81,2,490.86,2,2,2,222,流失客户
373,1,161.0,1,1,1,111,流失客户
326,1,146.85,1,1,1,111,流失客户
43,11,2380.85,3,4,4,344,重要价值客户
30,2,890.34,3,2,3,323,重要保持客户
184,1,213.70000000000002,1,1,1,111,流失客户
235,2,280.55,1,2,1,121,流失客户
9,10,2588.77,4,4,4,444,重要价值客户
220,2,1693.45,1,2,4,124,重要挽留客户
111,3,1474.06,2,3,3,233,重要发展客户
278,1,136.76999999999998,1,1,1,111,流失客户
318,1,302.58,1,1,1,111,流失客户
7,3,1904.05,4,3,4,434,重要价值客户
2,5,2879.7000000000003,4,4,4,444,重要价值客户
260,2,969.0600000000001,1,2,3,123,重要挽留客户
64,5,3099.7200000000003,2,4,4,244,重要发展客户
9,9,12669.98,4,4,4,444,重要价值客户
142,1,120.0,2,1,1,211,流失客户
51,2,1163.45,3,2,3,323,重要保持客户
8,8,2618.23,4,4,4,444,重要价值客户
155,2,333.97,1,2,2,122,流失客户
109,2,530.18,2,2,2,222,流失客户
163,3,1516.24,1,3,3,133,重要发展客户
332,1,492.65000000000003,1,1,2,112,流失客户
226,1,112.32,1,1,1,111,流失客户
74,2,437.96,2,2,2,222,流失客户
51,4,559.97,3,3,2,332,一般价值客户
99,3,1119.74,2,3,3,233,重要发展客户
15,3,4216.2,4,3,4,434,重要价值客户
197,1,134.04,1,1,1,111,流失客户
3,15,3729.34,4,4,4,444,重要价值客户
31,2,595.25,3,2,2,322,一般发展客户
21,4,1910.01,3,3,4,334,重要价值客户
24,3,4628.75,3,3,4,334,重要价值客户
8,3,176.63,4,3,1,431,一般价值客户
213,1,426.6,1,1,2,112,流失客户
9,6,911.26,4,4,3,443,重要价值客户
11,5,2314.65,4,4,4,444,重要价值客户
2,11,3883.25,4,4,4,444,重要价值客户
8,9,4871.93,4,4,4,444,重要价值客户
3,4,1046.56,4,3,3,433,重要价值客户
40,1,166.20000000000002,3,1,1,311,一般发展客户
18,4,1305.33,4,3,3,433,重要价值客户
8,44,51527.3,4,4,4,444,重要价值客户
8,9,3965.62,4,4,4,444,重要价值客户
19,1,43.2,3,1,1,311,一般发展客户
117,1,640.14,2,1,2,212,流失客户
223,1,383.45,1,1,2,112,流失客户
71,3,1858.96,2,3,4,234,重要发展客户
51,2,2093.32,3,2,4,324,重要保持客户
89,6,2995.72,2,4,4,244,重要发展客户
8,9,2352.53,4,4,4,444,重要价值客户
243,1,310.26,1,1,2,112,流失客户
47,6,1611.59,3,4,3,343,重要价值客户
107,1,120.0,2,1,1,211,流失客户
45,6,2481.13,3,4,4,344,重要价值客户
65,1,508.58000000000004,2,1,2,212,流失客户
207,2,477.79,1,2,2,122,流失客户
11,5,1530.75,4,4,3,443,重要价值客户
115,2,605.0600000000001,2,2,2,222,流失客户
242,1,183.85,1,1,1,111,流失客户
163,1,311.65,1,1,2,112,流失客户
17,7,5014.84,4,4,4,444,重要价值客户
124,2,462.65999999999997,2,2,2,222,流失客户
23,3,866.31,3,3,3,333,重要价值客户
68,1,415.2,2,1,2,212,流失客户
17,8,2552.21,4,4,4,444,重要价值客户
16,2,468.26,4,2,2,422,一般发展客户
17,4,1614.91,4,3,3,433,重要价值客户
161,2,588.22,1,2,2,122,流失客户
243,1,309.52,1,1,2,112,流失客户
219,1,134.7,1,1,1,111,流失客户
45,8,2182.28,3,4,4,344,重要价值客户
21,4,668.5600000000001,3,3,2,332,一般价值客户
127,8,889.9300000000001,2,4,3,243,重要发展客户
39,1,108.97999999999999,3,1,1,311,一般发展客户
121,2,1021.58,2,2,3,223,重要挽留客户
260,1,409.57,1,1,2,112,流失客户
10,1,133.5,4,1,1,411,一般发展客户
274,1,282.93,1,1,1,111,流失客户
165,1,51.0,1,1,1,111,流失客户
157,4,1078.96,1,3,3,133,重要发展客户
215,1,90.6,1,1,1,111,流失客户
6,2,163.62,4,2,1,421,一般发展客户
366,1,174.4,1,1,1,111,流失客户
80,2,701.23,2,2,3,223,重要挽留客户
43,1,225.77,3,1,1,311,一般发展客户
19,3,912.18,3,3,3,333,重要价值客户
32,4,2128.23,3,3,4,334,重要价值客户
22,1,161.2,3,1,1,311,一般发展客户
109,8,3717.35,2,4,4,244,重要发展客户
8,16,9261.52,4,4,4,444,重要价值客户
320,1,155.0,1,1,1,111,流失客户
295,1,100.5,1,1,1,111,流失客户
358,1,76.55,1,1,1,111,流失客户
185,1,257.68,1,1,1,111,流失客户
191,2,617.05,1,2,2,122,流失客户
44,2,348.1,3,2,2,322,一般发展客户
52,1,202.68,2,1,1,211,流失客户
26,1,626.0699999999999,3,1,2,312,一般发展客户
38,3,1247.69,3,3,3,333,重要价值客户
9,3,202.11,4,3,1,431,一般价值客户
297,1,142.4,1,1,1,111,流失客户
33,3,1770.56,3,3,4,334,重要价值客户
10,8,3212.84,4,4,4,444,重要价值客户
65,2,1043.46,2,2,3,223,重要挽留客户
10,9,4652.82,4,4,4,444,重要价值客户
218,1,67.95,1,1,1,111,流失客户
2,9,3507.71,4,4,4,444,重要价值客户
65,2,487.99,2,2,2,222,流失客户
3,19,2612.96,4,4,4,444,重要价值客户
149,1,574.7,1,1,2,112,流失客户
4,13,4051.48,4,4,4,444,重要价值客户
130,4,1475.81,2,3,3,233,重要发展客户
34,6,1474.32,3,4,3,343,重要价值客户
119,1,156.75,2,1,1,211,流失客户
107,6,2157.73,2,4,4,244,重要发展客户
11,7,2606.53,4,4,4,444,重要价值客户
71,6,2059.4500000000003,2,4,4,244,重要发展客户
92,9,1105.07,2,4,3,243,重要发展客户
311,1,1063.0,1,1,3,113,重要挽留客户
43,2,770.03,3,2,3,323,重要保持客户
362,1,122.7,1,1,1,111,流失客户
92,7,1496.98,2,4,3,243,重要发展客户
1,13,5900.28,4,4,4,444,重要价值客户
22,2,490.22,3,2,2,322,一般发展客户
4,3,1937.25,4,3,4,434,重要价值客户
11,6,1058.06,4,4,3,443,重要价值客户
99,1,387.52,2,1,2,212,流失客户
57,2,813.11,2,2,3,223,重要挽留客户
1,6,4263.64,4,4,4,444,重要价值客户
218,1,265.2,1,1,1,111,流失客户
18,1,322.08,4,1,2,412,一般发展客户
24,10,4481.67,3,4,4,344,重要价值客户
50,2,363.34000000000003,3,2,2,322,一般发展客户
7,5,1244.83,4,4,3,443,重要价值客户
303,1,470.36,1,1,2,112,流失客户
10,6,2255.51,4,4,4,444,重要价值客户
22,6,1372.8,3,4,3,343,重要价值客户
99,1,89.06,2,1,1,211,流失客户
366,1,63.0,1,1,1,111,流失客户
306,1,131.9,1,1,1,111,流失客户
320,1,2661.24,1,1,4,114,重要挽留客户
8,5,2357.6800000000003,4,4,4,444,重要价值客户
1,4,1712.89,4,3,4,434,重要价值客户
205,2,1589.82,1,2,3,123,重要挽留客户
54,4,1420.2,2,3,3,233,重要发展客户
1,4,1039.58,4,3,3,433,重要价值客户
19,5,1163.23,3,4,3,343,重要价值客户
9,2,375.35,4,2,2,422,一般发展客户
19,4,907.1,3,3,3,333,重要价值客户
181,3,483.25,1,3,2,132,一般保持客户
60,2,662.59,2,2,2,222,流失客户
11,2,264.44,4,2,1,421,一般发展客户
190,1,119.93,1,1,1,111,流失客户
5,9,3062.4,4,4,4,444,重要价值客户
311,1,113.64,1,1,1,111,流失客户
155,1,1837.92,1,1,4,114,重要挽留客户
110,3,434.34,2,3,2,232,一般保持客户
148,3,2103.06,1,3,4,134,重要发展客户
66,11,2004.02,2,4,4,244,重要发展客户
98,3,529.62,2,3,2,232,一般保持客户
247,3,1058.6200000000001,1,3,3,133,重要发展客户
29,7,2272.4,3,4,4,344,重要价值客户
18,4,598.76,4,3,2,432,一般价值客户
12,2,461.19,4,2,2,422,一般发展客户
104,8,1936.84,2,4,4,244,重要发展客户
74,2,234.34000000000003,2,2,1,221,流失客户
46,1,547.66,3,1,2,312,一般发展客户
72,3,925.85,2,3,3,233,重要发展客户
257,1,215.7,1,1,1,111,流失客户
20,4,1309.6,3,3,3,333,重要价值客户
254,2,316.25,1,2,2,122,流失客户
11,1,279.05,4,1,1,411,一般发展客户
165,2,636.51,1,2,2,122,流失客户
18,6,2068.15,4,4,4,444,重要价值客户
282,1,137.1,1,1,1,111,流失客户
50,1,321.92,3,1,2,312,一般发展客户
39,1,165.75,3,1,1,311,一般发展客户
27,6,1196.33,3,4,3,343,重要价值客户
68,1,1064.28,2,1,3,213,重要挽留客户
207,1,463.38,1,1,2,112,流失客户
175,2,340.93,1,2,2,122,流失客户
7,5,2383.2400000000002,4,4,4,444,重要价值客户
26,1,139.56,3,1,1,311,一般发展客户
51,2,123.8,3,2,1,321,一般发展客户
312,2,538.8100000000001,1,2,2,122,流失客户
309,1,475.37,1,1,2,112,流失客户
43,5,1957.32,3,4,4,344,重要价值客户
26,3,815.32,3,3,3,333,重要价值客户
88,3,356.85,2,3,2,232,一般保持客户
184,2,251.21,1,2,1,121,流失客户
20,11,2470.67,3,4,4,344,重要价值客户
3,6,3543.26,4,4,4,444,重要价值客户
47,4,673.26,3,3,2,332,一般价值客户
17,8,5905.64,4,4,4,444,重要价值客户
17,5,2012.17,4,4,4,444,重要价值客户
24,6,1383.18,3,4,3,343,重要价值客户
22,2,276.42,3,2,1,321,一般发展客户
11,5,1314.81,4,4,3,443,重要价值客户
188,2,275.28,1,2,1,121,流失客户
101,3,455.59000000000003,2,3,2,232,一般保持客户
61,3,1055.35,2,3,3,233,重要发展客户
18,6,2102.09,4,4,4,444,重要价值客户
33,2,330.45,3,2,2,322,一般发展客户
64,1,174.37,2,1,1,211,流失客户
2,2,270.6,4,2,1,421,一般发展客户
24,4,974.54,3,3,3,333,重要价值客户
108,1,241.09,2,1,1,211,流失客户
32,9,1867.68,3,4,4,344,重要价值客户
20,9,4332.2,3,4,4,344,重要价值客户
3,55,8508.82,4,4,4,444,重要价值客户
37,1,364.21999999999997,3,1,2,312,一般发展客户
60,3,620.04,2,3,2,232,一般保持客户
26,6,2925.91,3,4,4,344,重要价值客户
236,4,932.85,1,3,3,133,重要发展客户
25,7,1949.72,3,4,4,344,重要价值客户
3,18,4447.05,4,4,4,444,重要价值客户
60,3,2864.19,2,3,4,234,重要发展客户
260,1,171.8,1,1,1,111,流失客户
58,1,355.56,2,1,2,212,流失客户
65,2,388.25,2,2,2,222,流失客户
16,2,537.48,4,2,2,422,一般发展客户
10,3,996.26,4,3,3,433,重要价值客户
59,8,1461.65,2,4,3,243,重要发展客户
186,1,103.25,1,1,1,111,流失客户
29,16,3630.33,3,4,4,344,重要价值客户
24,2,2024.45,3,2,4,324,重要保持客户
5,5,2578.09,4,4,4,444,重要价值客户
4,8,4007.54,4,4,4,444,重要价值客户
151,2,652.8,1,2,2,122,流失客户
311,1,289.24,1,1,1,111,流失客户
11,2,765.62,4,2,3,423,重要保持客户
18,2,186.23,4,2,1,421,一般发展客户
152,1,165.07,1,1,1,111,流失客户
19,5,859.27,3,4,3,343,重要价值客户
10,4,2381.04,4,3,4,434,重要价值客户
57,2,324.14,2,2,2,222,流失客户
85,1,788.38,2,1,3,213,重要挽留客户
7,22,2237.77,4,4,4,444,重要价值客户
76,3,1080.76,2,3,3,233,重要发展客户
4,18,5074.77,4,4,4,444,重要价值客户
96,4,3099.12,2,3,4,234,重要发展客户
111,1,1432.0,2,1,3,213,重要挽留客户
57,2,1530.3600000000001,2,2,3,223,重要挽留客户
1,1,227.39,4,1,1,411,一般发展客户
281,2,218.06,1,2,1,121,流失客户
3,7,2832.84,4,4,4,444,重要价值客户
180,9,1653.42,1,4,3,143,重要发展客户
372,1,35.400000000000006,1,1,1,111,流失客户
13,4,859.71,4,3,3,433,重要价值客户
3,1,168.63,4,1,1,411,一般发展客户
17,1,138.6,4,1,1,411,一般发展客户
41,1,114.11,3,1,1,311,一般发展客户
6,5,1052.55,4,4,3,443,重要价值客户
169,4,1042.26,1,3,3,133,重要发展客户
50,1,157.05,3,1,1,311,一般发展客户
277,1,237.36,1,1,1,111,流失客户
19,9,1601.14,3,4,3,343,重要价值客户
372,1,39.75,1,1,1,111,流失客户
15,4,1447.14,4,3,3,433,重要价值客户
35,3,570.46,3,3,2,332,一般价值客户
22,3,617.99,3,3,2,332,一般价值客户
7,2,379.83,4,2,2,422,一般发展客户
20,6,1740.6,3,4,4,344,重要价值客户
11,2,883.15,4,2,3,423,重要保持客户
44,1,221.97,3,1,1,311,一般发展客户
306,1,393.33000000000004,1,1,2,112,流失客户
11,1,213.96,4,1,1,411,一般发展客户
275,1,660.0,1,1,2,112,流失客户
1,93,12156.65,4,4,4,444,重要价值客户
16,14,16569.5,4,4,4,444,重要价值客户
4,4,1785.15,4,3,4,434,重要价值客户
72,4,601.56,2,3,2,232,一般保持客户
243,3,406.08000000000004,1,3,2,132,一般保持客户
9,3,553.44,4,3,2,432,一般价值客户
246,1,394.44,1,1,2,112,流失客户
206,2,412.78000000000003,1,2,2,122,流失客户
1,5,1788.3600000000001,4,4,4,444,重要价值客户
185,1,320.58000000000004,1,1,2,112,流失客户
32,5,889.25,3,4,3,343,重要价值客户
57,2,225.85,2,2,1,221,流失客户
196,2,899.63,1,2,3,123,重要挽留客户
24,4,2791.27,3,3,4,334,重要价值客户
91,2,671.96,2,2,2,222,流失客户
4,2,959.01,4,2,3,423,重要保持客户
51,3,1006.98,3,3,3,333,重要价值客户
263,1,114.56,1,1,1,111,流失客户
266,1,344.90000000000003,1,1,2,112,流失客户
36,2,609.85,3,2,2,322,一般发展客户
51,1,443.6,3,1,2,312,一般发展客户
52,6,2984.49,2,4,4,244,重要发展客户
24,6,2125.08,3,4,4,344,重要价值客户
22,1,110.46,3,1,1,311,一般发展客户
59,1,96.12,2,1,1,211,流失客户
170,2,693.8100000000001,1,2,3,123,重要挽留客户
68,2,830.76,2,2,3,223,重要挽留客户
157,2,597.09,1,2,2,122,流失客户
2,73,280206.02,4,4,4,444,重要价值客户
201,1,243.22,1,1,1,111,流失客户
5,4,1417.29,4,3,3,433,重要价值客户
67,2,654.6,2,2,2,222,流失客户
77,1,114.18,2,1,1,211,流失客户
1,7,1947.55,4,4,4,444,重要价值客户
8,4,1932.23,4,3,4,434,重要价值客户
169,2,291.05,1,2,1,121,流失客户
18,4,848.22,4,3,3,433,重要价值客户
5,2,247.15,4,2,1,421,一般发展客户
9,9,2529.93,4,4,4,444,重要价值客户
87,2,285.74,2,2,1,221,流失客户
27,1,107.95,3,1,1,311,一般发展客户
29,4,771.17,3,3,3,333,重要价值客户
20,2,637.89,3,2,2,322,一般发展客户
61,5,1835.7,2,4,4,244,重要发展客户
24,1,195.25,3,1,1,311,一般发展客户
11,25,9241.2,4,4,4,444,重要价值客户
242,3,1269.99,1,3,3,133,重要发展客户
280,2,411.53,1,2,2,122,流失客户
235,2,765.55,1,2,3,123,重要挽留客户
3,5,1736.4,4,4,4,444,重要价值客户
16,1,604.75,4,1,2,412,一般发展客户
31,6,2548.2400000000002,3,4,4,344,重要价值客户
25,16,28754.11,3,4,4,344,重要价值客户
71,3,498.95,2,3,2,232,一般保持客户
188,2,52.0,1,2,1,121,流失客户
26,5,1236.28,3,4,3,343,重要价值客户
107,1,628.38,2,1,2,212,流失客户
8,21,5630.87,4,4,4,444,重要价值客户
209,1,112.8,1,1,1,111,流失客户
44,2,371.7,3,2,2,322,一般发展客户
31,5,2114.33,3,4,4,344,重要价值客户
137,4,591.55,2,3,2,232,一般保持客户
265,1,172.9,1,1,1,111,流失客户
4,7,2078.95,4,4,4,444,重要价值客户
218,2,188.60999999999999,1,2,1,121,流失客户
2,5,1250.76,4,4,3,443,重要价值客户
214,1,109.13000000000001,1,1,1,111,流失客户
32,3,2235.3,3,3,4,334,重要价值客户
11,9,2549.37,4,4,4,444,重要价值客户
1,17,3292.14,4,4,4,444,重要价值客户
15,1,318.17,4,1,2,412,一般发展客户
11,9,1546.91,4,4,3,443,重要价值客户
199,1,179.0,1,1,1,111,流失客户
3,3,1126.37,4,3,3,433,重要价值客户
15,13,4921.04,4,4,4,444,重要价值客户
14,4,606.13,4,3,2,432,一般价值客户
10,11,2868.8,4,4,4,444,重要价值客户
29,3,917.07,3,3,3,333,重要价值客户
9,11,2666.36,4,4,4,444,重要价值客户
24,1,160.19,3,1,1,311,一般发展客户
25,4,867.38,3,3,3,333,重要价值客户
43,2,329.68,3,2,2,322,一般发展客户
2,5,1602.13,4,4,3,443,重要价值客户
6,3,663.81,4,3,2,432,一般价值客户
147,1,187.92000000000002,1,1,1,111,流失客户
10,6,1158.3,4,4,3,443,重要价值客户
25,1,718.08,3,1,3,313,重要保持客户
274,1,268.58,1,1,1,111,流失客户
374,1,313.49,1,1,2,112,流失客户
1,8,2005.06,4,4,4,444,重要价值客户
47,3,380.02,3,3,2,332,一般价值客户
8,8,2702.4900000000002,4,4,4,444,重要价值客户
16,12,9585.91,4,4,4,444,重要价值客户
4,32,6065.69,4,4,4,444,重要价值客户
4,3,1164.55,4,3,3,433,重要价值客户
43,7,1314.45,3,4,3,343,重要价值客户
4,7,3902.28,4,4,4,444,重要价值客户
197,3,1448.21,1,3,3,133,重要发展客户
12,6,1400.34,4,4,3,443,重要价值客户
16,7,1099.98,4,4,3,443,重要价值客户
113,5,1220.26,2,4,3,243,重要发展客户
249,1,328.2,1,1,2,112,流失客户
29,5,1415.75,3,4,3,343,重要价值客户
44,1,389.64,3,1,2,312,一般发展客户
87,1,563.15,2,1,2,212,流失客户
45,2,638.05,3,2,2,322,一般发展客户
10,11,5010.28,4,4,4,444,重要价值客户
15,1,738.96,4,1,3,413,重要保持客户
75,1,420.5,2,1,2,212,流失客户
145,4,1484.06,1,3,3,133,重要发展客户
5,3,1625.97,4,3,3,433,重要价值客户
297,1,89.2,1,1,1,111,流失客户
59,2,255.9,2,2,1,221,流失客户
264,1,300.52,1,1,1,111,流失客户
47,1,278.3,3,1,1,311,一般发展客户
29,3,254.11,3,3,1,331,一般价值客户
8,6,2473.37,4,4,4,444,重要价值客户
17,2,192.60000000000002,4,2,1,421,一般发展客户
3,8,10674.75,4,4,4,444,重要价值客户
232,2,876.42,1,2,3,123,重要挽留客户
112,1,139.26,2,1,1,211,流失客户
58,3,1011.9,2,3,3,233,重要发展客户
51,11,2538.3,3,4,4,344,重要价值客户
127,2,730.86,2,2,3,223,重要挽留客户
281,3,386.15,1,3,2,132,一般保持客户
55,2,447.68,2,2,2,222,流失客户
